16,16,16,16
3,4,5,3
16|3,16|4,16|5,32FL
30.900000333786,72.2200003266335,78.649999499321,80.8300003409386
30.9499998390675,71.2500002980232,78.110000193119,79.8700004816055
,,,
8,8,8,8
3,4,5,3
8|3,8|4,8|5,32FL
30.900000333786,72.2200003266335,77.8600004315376,80.8300003409386
30.9499998390675,71.2500002980232,77.3199996352196,79.8700004816055
